suite_family,condition_name,condition_value,prior_regime,method,mean_rank_mse_betaX,median_rank_mse_betaX,win_rate_mse,top3_rate_mse,valid_count
ood_primary,n_train,151,H,MLP,4.0,4.0,0.0,0.0,6
ood_primary,n_train,152,G,MLP,9.666666666666666,10.0,0.0,0.0,3
ood_primary,n_train,152,H,MLP,4.0,4.0,0.0,0.0,6
ood_primary,n_train,153,E,MLP,4.111111111111111,4.0,0.0,0.0,9
ood_primary,n_train,153,F,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,153,G,MLP,9.666666666666666,10.0,0.0,0.0,6
ood_primary,n_train,153,H,MLP,5.5,5.0,0.0,0.0,6
ood_primary,n_train,154,E,MLP,4.5,4.0,0.0,0.0,6
ood_primary,n_train,154,F,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,154,G,MLP,9.0,9.5,0.0,0.0,6
ood_primary,n_train,154,H,MLP,4.0,4.0,0.0,0.0,6
ood_primary,n_train,155,E,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,155,F,MLP,8.833333333333334,9.5,0.0,0.0,6
ood_primary,n_train,155,G,MLP,9.25,9.5,0.0,0.0,12
ood_primary,n_train,155,H,MLP,4.5,4.0,0.0,0.0,6
ood_primary,n_train,156,E,MLP,4.333333333333333,4.0,0.0,0.0,6
ood_primary,n_train,156,F,MLP,9.666666666666666,10.0,0.0,0.0,6
ood_primary,n_train,156,H,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,157,E,MLP,4.0,4.0,0.0,0.0,6
ood_primary,n_train,157,F,MLP,7.833333333333333,7.0,0.0,0.0,6
ood_primary,n_train,157,G,MLP,9.333333333333334,9.5,0.0,0.0,6
ood_primary,n_train,157,H,MLP,4.0,4.0,0.0,0.0,6
ood_primary,n_train,158,E,MLP,4.083333333333333,4.0,0.0,0.0,12
ood_primary,n_train,158,F,MLP,9.166666666666666,10.0,0.0,0.0,12
ood_primary,n_train,158,G,MLP,9.0,10.0,0.0,0.0,9
ood_primary,n_train,158,H,MLP,4.0,4.0,0.0,0.0,6
ood_primary,n_train,159,E,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,159,F,MLP,9.0,9.5,0.0,0.0,6
ood_primary,n_train,159,G,MLP,9.833333333333334,10.0,0.0,0.0,6
ood_primary,n_train,160,E,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,160,G,MLP,9.666666666666666,10.0,0.0,0.0,3
ood_primary,n_train,161,G,MLP,9.666666666666666,10.0,0.0,0.0,3
ood_primary,n_train,161,H,MLP,4.166666666666667,4.0,0.0,0.0,12
ood_primary,n_train,162,E,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,162,F,MLP,10.0,10.0,0.0,0.0,9
ood_primary,n_train,162,G,MLP,9.333333333333334,10.0,0.0,0.0,15
ood_primary,n_train,162,H,MLP,4.111111111111111,4.0,0.0,0.0,9
ood_primary,n_train,163,E,MLP,6.888888888888889,6.0,0.0,0.0,9
ood_primary,n_train,163,F,MLP,10.0,10.0,0.0,0.0,9
ood_primary,n_train,163,G,MLP,9.222222222222221,10.0,0.0,0.0,9
ood_primary,n_train,163,H,MLP,4.0,4.0,0.0,0.0,6
ood_primary,n_train,164,E,MLP,4.0,4.0,0.0,0.0,9
ood_primary,n_train,164,F,MLP,6.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,164,H,MLP,4.166666666666667,4.0,0.0,0.0,6
ood_primary,n_train,165,G,MLP,10.0,10.0,0.0,0.0,6
ood_primary,n_train,165,H,MLP,7.0,7.0,0.0,0.0,3
ood_primary,n_train,166,E,MLP,5.2,4.0,0.0,0.0,15
ood_primary,n_train,166,F,MLP,10.0,10.0,0.0,0.0,6
ood_primary,n_train,166,G,MLP,9.666666666666666,10.0,0.0,0.0,3
ood_primary,n_train,166,H,MLP,4.222222222222222,4.0,0.0,0.0,9
ood_primary,n_train,167,E,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,167,G,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,167,H,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,168,F,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,168,G,MLP,9.666666666666666,10.0,0.0,0.0,3
ood_primary,n_train,169,E,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,169,F,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,169,G,MLP,9.333333333333334,9.0,0.0,0.0,3
ood_primary,n_train,169,H,MLP,5.888888888888889,4.0,0.0,0.0,9
ood_primary,n_train,170,E,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,170,G,MLP,9.666666666666666,10.0,0.0,0.0,6
ood_primary,n_train,170,H,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,171,F,MLP,9.555555555555555,10.0,0.0,0.0,9
ood_primary,n_train,172,F,MLP,7.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,172,H,MLP,9.333333333333334,10.0,0.0,0.0,6
ood_primary,n_train,174,E,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,174,F,MLP,10.0,10.0,0.0,0.0,6
ood_primary,n_train,174,G,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,174,H,MLP,6.666666666666667,7.0,0.0,0.0,3
ood_primary,n_train,175,G,MLP,9.666666666666666,10.0,0.0,0.0,3
ood_primary,n_train,176,H,MLP,9.666666666666666,10.0,0.0,0.0,3
ood_primary,n_train,177,F,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,178,E,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,178,F,MLP,10.0,10.0,0.0,0.0,6
ood_primary,n_train,179,G,MLP,9.666666666666666,10.0,0.0,0.0,3
ood_primary,n_train,179,H,MLP,5.333333333333333,4.5,0.0,0.0,6
ood_primary,n_train,180,E,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,181,E,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,182,F,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,182,G,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,182,H,MLP,4.666666666666667,4.0,0.0,0.0,3
ood_primary,n_train,185,G,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,186,E,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,189,G,MLP,8.0,8.0,0.0,0.0,3
ood_primary,noise_features,0,E,MODEL3-ICL-MC,2.66,3.0,0.16,1.0,150
ood_primary,noise_features,0,F,MODEL3-ICL-MC,3.3466666666666667,3.0,0.19333333333333333,0.6466666666666666,150
ood_primary,noise_features,0,G,MODEL3-ICL-MC,5.013333333333334,5.0,0.05333333333333334,0.24,150
ood_primary,noise_features,0,H,MODEL3-ICL-MC,2.6266666666666665,3.0,0.15333333333333332,1.0,150
ood_primary,n_train,131,G,MODEL3-ICL-MC,5.5,5.0,0.0,0.0,6
ood_primary,n_train,134,E,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,3
ood_primary,n_train,134,F,MODEL3-ICL-MC,7.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,137,F,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,3
ood_primary,n_train,137,H,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,3
ood_primary,n_train,138,E,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,6
ood_primary,n_train,139,H,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,3
ood_primary,n_train,140,G,MODEL3-ICL-MC,4.333333333333333,4.0,0.3333333333333333,0.3333333333333333,3
ood_primary,n_train,142,F,MODEL3-ICL-MC,4.0,4.0,0.0,0.3333333333333333,3
ood_primary,n_train,142,G,MODEL3-ICL-MC,5.0,5.0,0.0,0.0,3
ood_primary,n_train,142,H,MODEL3-ICL-MC,2.8333333333333335,3.0,0.0,1.0,6
ood_primary,n_train,143,E,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,3
ood_primary,n_train,143,G,MODEL3-ICL-MC,5.666666666666667,6.0,0.0,0.0,3
ood_primary,n_train,144,G,MODEL3-ICL-MC,8.0,8.0,0.0,0.0,3
ood_primary,n_train,145,F,MODEL3-ICL-MC,2.6666666666666665,3.0,0.0,1.0,3
ood_primary,n_train,145,G,MODEL3-ICL-MC,6.666666666666667,7.0,0.0,0.0,3
ood_primary,n_train,145,H,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,3
ood_primary,n_train,146,E,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,6
ood_primary,n_train,146,F,MODEL3-ICL-MC,5.0,5.0,0.0,0.0,3
ood_primary,n_train,146,H,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,3
ood_primary,n_train,147,E,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,6
ood_primary,n_train,147,F,MODEL3-ICL-MC,2.0,1.0,0.6666666666666666,0.6666666666666666,3
ood_primary,n_train,147,G,MODEL3-ICL-MC,5.0,5.0,0.0,0.0,3
ood_primary,n_train,148,E,MODEL3-ICL-MC,2.6666666666666665,3.0,0.0,1.0,3
ood_primary,n_train,148,G,MODEL3-ICL-MC,7.0,8.0,0.0,0.0,3
ood_primary,n_train,148,H,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,6
ood_primary,n_train,149,E,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,3
ood_primary,n_train,149,F,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,3
ood_primary,n_train,149,G,MODEL3-ICL-MC,3.3333333333333335,4.0,0.3333333333333333,0.3333333333333333,3
ood_primary,n_train,150,E,MODEL3-ICL-MC,2.5,3.0,0.25,1.0,12
ood_primary,n_train,150,F,MODEL3-ICL-MC,3.7333333333333334,3.0,0.13333333333333333,0.5333333333333333,15
ood_primary,n_train,151,F,MODEL3-ICL-MC,4.222222222222222,4.0,0.0,0.3333333333333333,9
ood_primary,n_train,151,H,MODEL3-ICL-MC,2.6666666666666665,3.0,0.16666666666666666,1.0,6
ood_primary,n_train,152,G,MODEL3-ICL-MC,6.666666666666667,7.0,0.0,0.0,3
ood_primary,n_train,152,H,MODEL3-ICL-MC,2.8333333333333335,3.0,0.0,1.0,6
ood_primary,n_train,153,E,MODEL3-ICL-MC,2.6666666666666665,3.0,0.1111111111111111,1.0,9
ood_primary,n_train,153,F,MODEL3-ICL-MC,4.333333333333333,4.0,0.0,0.0,3
ood_primary,n_train,153,G,MODEL3-ICL-MC,6.0,6.5,0.0,0.16666666666666666,6
ood_primary,n_train,153,H,MODEL3-ICL-MC,2.6666666666666665,3.0,0.16666666666666666,1.0,6
ood_primary,n_train,154,E,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,6
ood_primary,n_train,154,F,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,3
ood_primary,n_train,154,G,MODEL3-ICL-MC,4.666666666666667,4.0,0.16666666666666666,0.3333333333333333,6
ood_primary,n_train,154,H,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,6
ood_primary,n_train,155,E,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,3
ood_primary,n_train,155,F,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,6
ood_primary,n_train,155,G,MODEL3-ICL-MC,5.75,5.5,0.08333333333333333,0.08333333333333333,12
ood_primary,n_train,155,H,MODEL3-ICL-MC,2.1666666666666665,2.5,0.3333333333333333,1.0,6
ood_primary,n_train,156,E,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,6
ood_primary,n_train,156,F,MODEL3-ICL-MC,5.333333333333333,5.5,0.16666666666666666,0.5,6
ood_primary,n_train,156,H,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,3
ood_primary,n_train,157,E,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,6
ood_primary,n_train,157,F,MODEL3-ICL-MC,2.6666666666666665,3.0,0.16666666666666666,1.0,6
ood_primary,n_train,157,G,MODEL3-ICL-MC,3.5,3.0,0.16666666666666666,0.6666666666666666,6
ood_primary,n_train,157,H,MODEL3-ICL-MC,2.3333333333333335,2.5,0.16666666666666666,1.0,6
ood_primary,n_train,158,E,MODEL3-ICL-MC,2.8333333333333335,3.0,0.08333333333333333,1.0,12
ood_primary,n_train,158,F,MODEL3-ICL-MC,3.5,3.0,0.08333333333333333,0.5833333333333334,12
ood_primary,n_train,158,G,MODEL3-ICL-MC,5.111111111111111,5.0,0.0,0.4444444444444444,9
ood_primary,n_train,158,H,MODEL3-ICL-MC,2.1666666666666665,2.5,0.3333333333333333,1.0,6
ood_primary,n_train,159,E,MODEL3-ICL-MC,1.6666666666666667,1.0,0.6666666666666666,1.0,3
ood_primary,n_train,159,F,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,6
ood_primary,n_train,159,G,MODEL3-ICL-MC,5.0,5.5,0.0,0.3333333333333333,6
ood_primary,n_train,160,E,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,3
ood_primary,n_train,160,G,MODEL3-ICL-MC,7.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,161,G,MODEL3-ICL-MC,6.0,6.0,0.0,0.0,3
ood_primary,n_train,161,H,MODEL3-ICL-MC,2.75,3.0,0.08333333333333333,1.0,12
ood_primary,n_train,162,E,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,3
ood_primary,n_train,162,F,MODEL3-ICL-MC,2.6666666666666665,3.0,0.3333333333333333,0.7777777777777778,9
ood_primary,n_train,162,G,MODEL3-ICL-MC,4.666666666666667,5.0,0.06666666666666667,0.3333333333333333,15
ood_primary,n_train,162,H,MODEL3-ICL-MC,2.7777777777777777,3.0,0.0,1.0,9
ood_primary,n_train,163,E,MODEL3-ICL-MC,2.5555555555555554,3.0,0.2222222222222222,1.0,9
ood_primary,n_train,163,F,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,9
ood_primary,n_train,163,G,MODEL3-ICL-MC,5.0,5.0,0.0,0.2222222222222222,9
ood_primary,n_train,163,H,MODEL3-ICL-MC,2.6666666666666665,3.0,0.16666666666666666,1.0,6
ood_primary,n_train,164,E,MODEL3-ICL-MC,2.5555555555555554,3.0,0.2222222222222222,1.0,9
ood_primary,n_train,164,F,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,3
ood_primary,n_train,164,H,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,6
ood_primary,n_train,165,G,MODEL3-ICL-MC,6.166666666666667,6.0,0.0,0.0,6
ood_primary,n_train,165,H,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,3
ood_primary,n_train,166,E,MODEL3-ICL-MC,2.466666666666667,3.0,0.26666666666666666,1.0,15
ood_primary,n_train,166,F,MODEL3-ICL-MC,2.0,2.0,0.5,1.0,6
ood_primary,n_train,166,G,MODEL3-ICL-MC,4.0,4.0,0.0,0.0,3
ood_primary,n_train,166,H,MODEL3-ICL-MC,2.7777777777777777,3.0,0.1111111111111111,1.0,9
ood_primary,n_train,167,E,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,3
ood_primary,n_train,167,G,MODEL3-ICL-MC,7.666666666666667,8.0,0.0,0.0,3
ood_primary,n_train,167,H,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,3
ood_primary,n_train,168,F,MODEL3-ICL-MC,3.6666666666666665,3.0,0.0,0.6666666666666666,3
ood_primary,n_train,168,G,MODEL3-ICL-MC,3.0,3.0,0.0,0.6666666666666666,3
ood_primary,n_train,169,E,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,3
ood_primary,n_train,169,F,MODEL3-ICL-MC,4.0,4.0,0.0,0.3333333333333333,3
ood_primary,n_train,169,G,MODEL3-ICL-MC,2.6666666666666665,2.0,0.3333333333333333,0.6666666666666666,3
ood_primary,n_train,169,H,MODEL3-ICL-MC,2.6666666666666665,3.0,0.1111111111111111,1.0,9
ood_primary,n_train,170,E,MODEL3-ICL-MC,2.0,2.0,0.3333333333333333,1.0,3
ood_primary,n_train,170,G,MODEL3-ICL-MC,3.3333333333333335,3.5,0.0,0.5,6
ood_primary,n_train,170,H,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,3
ood_primary,n_train,171,F,MODEL3-ICL-MC,2.4444444444444446,3.0,0.4444444444444444,0.7777777777777778,9
ood_primary,n_train,172,F,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,3
ood_primary,n_train,172,H,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,6
ood_primary,n_train,174,E,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,3
ood_primary,n_train,174,F,MODEL3-ICL-MC,2.6666666666666665,3.0,0.3333333333333333,0.6666666666666666,6
ood_primary,n_train,174,G,MODEL3-ICL-MC,3.3333333333333335,4.0,0.3333333333333333,0.3333333333333333,3
ood_primary,n_train,174,H,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,3
ood_primary,n_train,175,G,MODEL3-ICL-MC,6.0,6.0,0.0,0.0,3
ood_primary,n_train,176,H,MODEL3-ICL-MC,1.6666666666666667,1.0,0.6666666666666666,1.0,3
ood_primary,n_train,177,F,MODEL3-ICL-MC,4.333333333333333,4.0,0.0,0.0,3
ood_primary,n_train,178,E,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,3
ood_primary,n_train,178,F,MODEL3-ICL-MC,4.5,5.0,0.16666666666666666,0.16666666666666666,6
ood_primary,n_train,179,G,MODEL3-ICL-MC,3.3333333333333335,3.0,0.0,0.6666666666666666,3
ood_primary,n_train,179,H,MODEL3-ICL-MC,2.0,2.0,0.5,1.0,6
ood_primary,n_train,180,E,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,3
ood_primary,n_train,181,E,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,3
ood_primary,n_train,182,F,MODEL3-ICL-MC,5.0,5.0,0.0,0.0,3
ood_primary,n_train,182,G,MODEL3-ICL-MC,4.0,4.0,0.0,0.3333333333333333,3
ood_primary,n_train,182,H,MODEL3-ICL-MC,2.3333333333333335,3.0,0.3333333333333333,1.0,3
ood_primary,n_train,185,G,MODEL3-ICL-MC,2.6666666666666665,2.0,0.0,0.6666666666666666,3
ood_primary,n_train,186,E,MODEL3-ICL-MC,3.0,3.0,0.0,1.0,3
ood_primary,n_train,189,G,MODEL3-ICL-MC,4.0,4.0,0.0,0.0,3
ood_primary,noise_features,0,E,RandomForest,7.273333333333333,7.0,0.0,0.0,150
ood_primary,noise_features,0,F,RandomForest,3.54,4.0,0.12666666666666668,0.35333333333333333,150
ood_primary,noise_features,0,G,RandomForest,5.92,6.0,0.0,0.18,150
ood_primary,noise_features,0,H,RandomForest,7.286666666666667,7.0,0.0,0.0,150
ood_primary,n_train,131,G,RandomForest,6.333333333333333,7.0,0.0,0.16666666666666666,6
ood_primary,n_train,134,E,RandomForest,5.0,5.0,0.0,0.0,3
ood_primary,n_train,134,F,RandomForest,2.3333333333333335,3.0,0.3333333333333333,1.0,3
ood_primary,n_train,137,F,RandomForest,4.333333333333333,4.0,0.0,0.0,3
ood_primary,n_train,137,H,RandomForest,5.333333333333333,5.0,0.0,0.0,3
ood_primary,n_train,138,E,RandomForest,7.0,7.0,0.0,0.0,6
ood_primary,n_train,139,H,RandomForest,8.333333333333334,8.0,0.0,0.0,3
ood_primary,n_train,140,G,RandomForest,5.333333333333333,6.0,0.0,0.3333333333333333,3
ood_primary,n_train,142,F,RandomForest,3.3333333333333335,4.0,0.3333333333333333,0.3333333333333333,3
ood_primary,n_train,142,G,RandomForest,4.666666666666667,6.0,0.0,0.3333333333333333,3
ood_primary,n_train,142,H,RandomForest,9.333333333333334,9.5,0.0,0.0,6
ood_primary,n_train,143,E,RandomForest,8.0,8.0,0.0,0.0,3
ood_primary,n_train,143,G,RandomForest,7.666666666666667,8.0,0.0,0.0,3
ood_primary,n_train,144,G,RandomForest,3.0,3.0,0.0,0.6666666666666666,3
ood_primary,n_train,145,F,RandomForest,4.333333333333333,4.0,0.0,0.0,3
ood_primary,n_train,145,G,RandomForest,4.333333333333333,4.0,0.0,0.3333333333333333,3
ood_primary,n_train,145,H,RandomForest,6.0,6.0,0.0,0.0,3
ood_primary,n_train,146,E,RandomForest,7.666666666666667,7.5,0.0,0.0,6
ood_primary,n_train,146,F,RandomForest,2.3333333333333335,3.0,0.3333333333333333,1.0,3
ood_primary,n_train,146,H,RandomForest,7.666666666666667,8.0,0.0,0.0,3
ood_primary,n_train,147,E,RandomForest,7.666666666666667,7.5,0.0,0.0,6
ood_primary,n_train,147,F,RandomForest,2.3333333333333335,2.0,0.3333333333333333,0.6666666666666666,3
ood_primary,n_train,147,G,RandomForest,6.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,148,E,RandomForest,8.333333333333334,9.0,0.0,0.0,3
ood_primary,n_train,148,G,RandomForest,2.6666666666666665,3.0,0.0,1.0,3
ood_primary,n_train,148,H,RandomForest,6.833333333333333,7.0,0.0,0.0,6
ood_primary,n_train,149,E,RandomForest,7.666666666666667,8.0,0.0,0.0,3
ood_primary,n_train,149,F,RandomForest,4.0,4.0,0.0,0.0,3
ood_primary,n_train,149,G,RandomForest,8.333333333333334,9.0,0.0,0.0,3
ood_primary,n_train,150,E,RandomForest,6.75,6.5,0.0,0.0,12
ood_primary,n_train,150,F,RandomForest,3.2666666666666666,3.0,0.2,0.5333333333333333,15
ood_primary,n_train,151,F,RandomForest,2.4444444444444446,2.0,0.3333333333333333,0.7777777777777778,9
ood_primary,n_train,151,H,RandomForest,7.666666666666667,8.0,0.0,0.0,6
ood_primary,n_train,152,G,RandomForest,5.0,4.0,0.0,0.0,3
ood_primary,n_train,152,H,RandomForest,7.666666666666667,7.5,0.0,0.0,6
ood_primary,n_train,153,E,RandomForest,7.777777777777778,8.0,0.0,0.0,9
ood_primary,n_train,153,F,RandomForest,3.0,3.0,0.0,1.0,3
ood_primary,n_train,153,G,RandomForest,5.833333333333333,6.0,0.0,0.16666666666666666,6
ood_primary,n_train,153,H,RandomForest,7.5,7.0,0.0,0.0,6
ood_primary,n_train,154,E,RandomForest,8.0,8.5,0.0,0.0,6
ood_primary,n_train,154,F,RandomForest,4.0,4.0,0.0,0.0,3
ood_primary,n_train,154,G,RandomForest,6.333333333333333,6.5,0.0,0.16666666666666666,6
ood_primary,n_train,154,H,RandomForest,7.833333333333333,8.0,0.0,0.0,6
ood_primary,n_train,155,E,RandomForest,5.666666666666667,6.0,0.0,0.0,3
ood_primary,n_train,155,F,RandomForest,4.0,4.0,0.0,0.0,6
ood_primary,n_train,155,G,RandomForest,5.916666666666667,6.0,0.0,0.16666666666666666,12
ood_primary,n_train,155,H,RandomForest,6.833333333333333,6.5,0.0,0.0,6
ood_primary,n_train,156,E,RandomForest,7.666666666666667,8.0,0.0,0.0,6
ood_primary,n_train,156,F,RandomForest,2.8333333333333335,3.0,0.3333333333333333,0.5,6
ood_primary,n_train,156,H,RandomForest,7.666666666666667,8.0,0.0,0.0,3
ood_primary,n_train,157,E,RandomForest,8.833333333333334,8.5,0.0,0.0,6
ood_primary,n_train,157,F,RandomForest,4.0,4.0,0.0,0.0,6
ood_primary,n_train,157,G,RandomForest,7.166666666666667,7.5,0.0,0.0,6
ood_primary,n_train,157,H,RandomForest,7.666666666666667,8.0,0.0,0.0,6
ood_primary,n_train,158,E,RandomForest,6.5,6.0,0.0,0.0,12
ood_primary,n_train,158,F,RandomForest,3.5,4.0,0.08333333333333333,0.4166666666666667,12
ood_primary,n_train,158,G,RandomForest,6.333333333333333,6.0,0.0,0.1111111111111111,9
ood_primary,n_train,158,H,RandomForest,7.666666666666667,8.0,0.0,0.0,6
ood_primary,n_train,159,E,RandomForest,4.333333333333333,4.0,0.0,0.0,3
ood_primary,n_train,159,F,RandomForest,4.333333333333333,4.0,0.0,0.0,6
ood_primary,n_train,159,G,RandomForest,5.166666666666667,5.5,0.0,0.3333333333333333,6
ood_primary,n_train,160,E,RandomForest,9.0,9.0,0.0,0.0,3
ood_primary,n_train,160,G,RandomForest,7.666666666666667,8.0,0.0,0.0,3
ood_primary,n_train,161,G,RandomForest,3.0,3.0,0.0,1.0,3
ood_primary,n_train,161,H,RandomForest,7.916666666666667,8.0,0.0,0.0,12
ood_primary,n_train,162,E,RandomForest,8.333333333333334,9.0,0.0,0.0,3
ood_primary,n_train,162,F,RandomForest,4.0,4.0,0.0,0.2222222222222222,9
ood_primary,n_train,162,G,RandomForest,6.2,7.0,0.0,0.06666666666666667,15
ood_primary,n_train,162,H,RandomForest,7.555555555555555,8.0,0.0,0.0,9
ood_primary,n_train,163,E,RandomForest,6.222222222222222,6.0,0.0,0.0,9
ood_primary,n_train,163,F,RandomForest,4.222222222222222,4.0,0.0,0.0,9
ood_primary,n_train,163,G,RandomForest,6.111111111111111,6.0,0.0,0.1111111111111111,9
ood_primary,n_train,163,H,RandomForest,7.666666666666667,7.5,0.0,0.0,6
ood_primary,n_train,164,E,RandomForest,7.777777777777778,8.0,0.0,0.0,9
ood_primary,n_train,164,F,RandomForest,4.0,4.0,0.0,0.0,3
ood_primary,n_train,164,H,RandomForest,7.333333333333333,7.0,0.0,0.0,6
ood_primary,n_train,165,G,RandomForest,5.333333333333333,5.5,0.0,0.3333333333333333,6
ood_primary,n_train,165,H,RandomForest,5.333333333333333,6.0,0.0,0.0,3
ood_primary,n_train,166,E,RandomForest,6.866666666666666,7.0,0.0,0.0,15
ood_primary,n_train,166,F,RandomForest,5.166666666666667,5.0,0.0,0.0,6
ood_primary,n_train,166,G,RandomForest,6.666666666666667,6.0,0.0,0.0,3
ood_primary,n_train,166,H,RandomForest,7.111111111111111,7.0,0.0,0.0,9
ood_primary,n_train,167,E,RandomForest,7.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,167,G,RandomForest,3.3333333333333335,3.0,0.0,0.6666666666666666,3
ood_primary,n_train,167,H,RandomForest,6.333333333333333,6.0,0.0,0.0,3
ood_primary,n_train,168,F,RandomForest,4.333333333333333,4.0,0.0,0.0,3
ood_primary,n_train,168,G,RandomForest,6.0,6.0,0.0,0.0,3
ood_primary,n_train,169,E,RandomForest,7.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,169,F,RandomForest,3.3333333333333335,3.0,0.0,0.6666666666666666,3
ood_primary,n_train,169,G,RandomForest,7.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,169,H,RandomForest,7.111111111111111,7.0,0.0,0.0,9
ood_primary,n_train,170,E,RandomForest,7.0,7.0,0.0,0.0,3
ood_primary,n_train,170,G,RandomForest,5.666666666666667,5.5,0.0,0.16666666666666666,6
ood_primary,n_train,170,H,RandomForest,9.0,9.0,0.0,0.0,3
ood_primary,n_train,171,F,RandomForest,3.6666666666666665,4.0,0.1111111111111111,0.3333333333333333,9
ood_primary,n_train,172,F,RandomForest,4.0,4.0,0.0,0.0,3
ood_primary,n_train,172,H,RandomForest,5.666666666666667,5.5,0.0,0.0,6
ood_primary,n_train,174,E,RandomForest,8.666666666666666,9.0,0.0,0.0,3
ood_primary,n_train,174,F,RandomForest,3.5,4.0,0.16666666666666666,0.3333333333333333,6
ood_primary,n_train,174,G,RandomForest,5.0,5.0,0.0,0.0,3
ood_primary,n_train,174,H,RandomForest,4.0,4.0,0.0,0.0,3
ood_primary,n_train,175,G,RandomForest,7.0,7.0,0.0,0.0,3
ood_primary,n_train,176,H,RandomForest,5.333333333333333,5.0,0.0,0.0,3
ood_primary,n_train,177,F,RandomForest,2.3333333333333335,3.0,0.3333333333333333,1.0,3
